100 176
0.0 84.4 
24.0 94.3 
50.3 97.0 
76.7 99.7 
103.0 102.4 
129.4 105.1 
155.7 107.8 
182.1 110.5 
208.4 113.2 
208.8 124.2 
188.9 141.7 
187.1 161.0 
203.2 182.0 
219.3 203.1 
235.4 224.1 
251.4 245.1 
272.4 244.4 
295.9 232.2 
305.1 243.6 
305.2 270.1 
305.3 296.6 
305.4 323.1 
305.6 349.6 
305.7 376.1 
305.8 402.6 
305.9 429.1 
320.1 441.3 
346.6 441.2 
373.1 441.1 
399.6 440.9 
426.1 440.8 
452.6 440.7 
479.1 440.5 
505.6 440.4 
506.0 414.3 
506.0 387.8 
506.0 361.3 
506.0 334.8 
506.0 308.4 
506.0 281.9 
506.0 255.4 
506.0 228.9 
528.5 238.4 
552.3 250.1 
569.4 232.9 
585.7 212.1 
602.1 191.2 
618.4 170.3 
624.6 150.0 
605.9 131.3 
591.6 114.1 
617.9 111.1 
644.2 108.2 
670.5 105.2 
696.9 102.2 
723.2 99.2 
749.5 96.2 
775.8 93.3 
802.2 90.3 
807.3 71.0 
803.6 44.8 
799.8 18.5 
789.9 0.0 
763.5 2.2 
737.1 4.4 
710.7 6.6 
684.3 8.8 
657.9 11.0 
631.5 13.2 
605.1 15.4 
578.7 17.5 
552.3 19.7 
525.9 21.9 
499.5 24.1 
482.4 36.3 
478.6 62.5 
474.7 88.7 
459.6 106.3 
435.3 117.0 
411.1 127.6 
386.7 120.7 
362.4 110.3 
338.0 99.9 
333.6 74.3 
330.1 48.0 
323.3 25.1 
296.9 22.9 
270.5 20.7 
244.1 18.5 
217.7 16.4 
191.3 14.2 
164.9 12.0 
138.5 9.8 
112.1 7.6 
85.7 5.4 
59.3 3.2 
32.9 1.1 
12.0 5.8 
8.0 32.0 
4.0 58.2 
330.1 417.5 
212.4 154.0 
262.7 219.7 
245.7 198.7 
229.4 177.7 
330.0 391.1 
328.8 364.6 
329.4 339.0 
504.6 48.9 
596.0 157.4 
580.0 137.2 
328.8 312.9 
500.0 77.7 
328.3 285.8 
329.2 259.3 
356.8 414.5 
304.0 48.6 
775.2 29.5 
748.8 28.1 
722.0 28.4 
696.4 32.9 
670.3 34.2 
643.4 36.3 
617.2 38.6 
591.0 40.8 
565.8 42.8 
538.5 44.9 
522.8 65.4 
278.4 45.8 
252.7 42.6 
226.5 41.5 
200.5 38.4 
173.4 35.7 
147.2 34.4 
120.8 31.7 
95.3 29.6 
69.1 27.9 
42.4 25.6 
28.2 47.8 
54.7 49.9 
37.6 71.8 
62.9 74.6 
80.8 52.3 
90.4 77.1 
106.2 55.2 
116.7 80.7 
131.8 57.5 
142.5 82.1 
158.3 59.4 
168.4 85.1 
183.3 60.3 
194.7 88.3 
210.5 62.9 
236.1 65.3 
220.2 87.1 
262.8 67.4 
247.0 89.4 
233.8 111.7 
288.9 71.5 
272.4 92.2 
233.9 138.2 
261.4 118.3 
384.8 417.2 
411.4 416.3 
437.6 417.0 
464.1 417.2 
482.6 399.5 
482.3 373.5 
483.0 347.4 
483.2 321.8 
483.2 296.0 
483.0 269.6 
482.9 241.6 
547.7 218.7 
523.2 208.3 
456.7 391.8 
430.1 392.3 
401.3 390.2 
550.9 68.6 
577.3 65.6 
603.5 63.7 
602.2 89.9 
629.0 86.8 
630.0 61.1 
655.0 84.2 
657.6 58.3 
679.7 75.6 
705.2 77.7 
713.8 53.4 
730.7 74.2 
575.9 91.4 
565.3 115.0 
550.2 93.9 
756.7 70.3 
782.2 61.6 
525.1 90.4 
534.7 116.5 
554.1 138.1 
501.2 103.7 
569.5 161.1 
576.8 186.1 
311.3 87.8 
373.3 393.1 
352.4 378.3 
352.3 352.2 
352.0 326.2 
351.1 300.1 
