100 230
1159.9 368.5 
1133.6 342.9 
1107.2 317.2 
1080.9 291.6 
1054.5 265.9 
1028.2 240.3 
1001.8 214.6 
975.4 189.0 
949.1 163.3 
922.7 137.7 
902.2 113.1 
935.9 98.4 
969.6 83.7 
952.0 51.8 
934.0 19.7 
911.8 0.9 
878.5 16.7 
845.3 32.4 
809.0 36.0 
772.3 37.8 
735.6 39.5 
727.6 74.9 
720.2 110.9 
712.7 147.0 
687.0 160.5 
650.2 160.5 
613.5 160.5 
576.7 160.5 
539.9 160.5 
503.1 160.5 
466.3 160.5 
445.0 141.5 
437.6 105.5 
430.1 69.5 
417.8 39.2 
381.0 37.5 
344.3 35.8 
308.5 30.3 
275.0 15.1 
241.4 0.0 
221.3 24.6 
203.8 56.9 
194.0 86.5 
228.1 100.3 
260.0 114.5 
233.8 140.3 
207.6 166.1 
181.4 191.9 
155.1 217.7 
128.9 243.5 
102.7 269.3 
76.5 295.1 
50.3 320.9 
24.1 346.7 
0.0 372.5 
27.1 397.3 
54.2 422.2 
81.3 447.0 
108.4 471.9 
135.6 496.8 
162.7 521.6 
189.8 546.5 
216.9 571.3 
244.0 596.2 
269.1 582.0 
293.4 554.5 
317.8 526.9 
342.1 499.3 
366.5 471.8 
390.9 444.2 
415.2 416.7 
439.6 389.1 
463.9 361.6 
487.7 337.4 
500.8 371.8 
513.9 406.1 
545.0 400.6 
579.4 389.3 
614.4 400.8 
646.0 405.3 
659.4 371.0 
672.8 336.8 
697.4 363.6 
722.0 390.9 
746.7 418.2 
771.3 445.5 
795.9 472.8 
820.6 500.2 
845.2 527.5 
869.9 554.8 
894.5 582.1 
919.6 596.2 
946.3 570.9 
973.0 545.6 
999.7 520.3 
1026.4 495.0 
1053.1 469.7 
1079.8 444.4 
1106.5 419.1 
1133.2 393.8 
392.5 74.0 
354.9 71.2 
318.8 65.2 
908.6 47.6 
872.5 58.1 
835.4 69.7 
798.9 71.5 
869.9 95.5 
280.9 55.6 
246.0 60.2 
290.7 91.3 
331.5 99.9 
370.1 106.0 
911.8 550.1 
890.5 521.1 
861.6 495.1 
938.8 526.7 
967.5 503.6 
993.8 477.8 
1020.2 454.0 
1045.5 429.1 
1074.1 402.9 
1099.7 373.2 
837.6 467.6 
812.1 440.0 
788.3 414.8 
765.6 388.6 
738.7 359.2 
715.1 332.1 
251.5 547.4 
221.2 530.6 
276.1 520.7 
